Initial belief,Belief learning rate,Cooperation preference
-0.15259292511197767,0.9916622870777814,0.13034740340480166
-0.190651076429794,0.9697225355523058,0.11627850824451423
0.03468850821256565,0.8373008868754884,-0.17669683704501207
0.014314369889452283,0.653765753105175,0.014337614485365358
0.05872668577945166,1.1674170686736474,-0.06646306389641053
-0.011400584766542904,0.9877704149841073,0.021598495646946485
-0.15673973290468607,0.9629233800701635,0.03649639621066713
-0.15854091607246731,0.7056614635083046,-0.006224491855948769
-0.21185645229422306,0.9228934802117987,0.15021001389695998
-0.22089009513535318,1.081348557651981,0.08319056669761066
0.17769458546690178,0.8057163029304368,-0.17760275018533522
0.09927726797793633,0.9142343416479299,-0.1300709999349377
0.19155130538864723,1.2715912149963855,0.07946183864114154
-0.02136070473386493,0.6794336959388094,0.026057531740498564
0.09574851009902897,1.1427992674082417,-0.08261930558751365
-0.048104835669529646,0.7703317242335165,-0.08871260344226227
-0.10403468173341406,0.759597154301246,-0.03187931748412076
-0.031170179728489927,0.74675860095782,0.04617410094806041
0.01886383936632942,0.9152275002224235,-0.09135838805345292
0.021538712142340877,0.8184133101023299,-0.011517911114441531
0.08826972580400524,0.8332786237084865,-0.00387808502509146
-0.007870099659151197,0.6773428606510609,0.062098679168118065
-0.31945592703812553,1.094112480554495,-0.03372895972922163
0.04422007504538332,0.6964757955361258,0.04894639233637632
-0.2695985969395819,1.2526096123952113,0.20718913346449166
-0.24667899580227862,1.0318573929838069,-0.031020233196883774
-0.22311815806807325,1.0570240302433977,0.26399428451685675
-0.13453685006192434,0.6966807990324924,0.01650408065840181
-0.11682905918015557,0.9106453835383448,0.060761651075796334
-0.14448518520555192,0.7359561826338843,-0.15867394398685156
-0.01249366908904112,0.9239567023498465,-0.040856228506728945
-0.0821685928851914,1.0359287755184237,0.23334730280642563
-0.10621891716494397,0.816990057359567,-0.08132364639328785
0.1296816532317368,0.9782891711930894,-0.06864563729038048
-0.0804689541662055,0.7374796671410786,-0.10826101825427903
-0.2247169119598879,0.7964953231386823,0.11814933579239245
0.1439303732813923,1.0805116431634292,-0.026296756489661025
0.022471329534795477,0.9228433284540161,-0.028215750364414934
-0.34130096091275364,0.818812683784672,-0.056222380188875765
-0.05303475363289492,1.09060105124149,0.008424728036132714
-0.151043146319321,0.8720266196589662,-0.026061152714669286
-0.06700251077587005,0.9507734828958939,-1.8428812627100527e-4
0.2735199272860126,0.7577088806002404,0.013072868883330785
-0.21758089848223927,0.8438258535981135,0.10799632070583154
-0.05923973021186085,1.1278537543966087,0.13479262112215162
-0.43173526626506614,0.8245579637864449,0.12761403739252417
-0.15473596634014464,1.2062616267861952,-0.016017074030785478
-0.08282952684511959,0.8725298000824606,0.23804363144468518
0.0057875683443837644,0.8402652899781848,0.10470870243477526
-0.30812580348745294,1.0177407750647087,-0.11603390696044212
0.04002557285734151,0.9433447912678574,0.20589589553164853
0.0067285456124968335,0.7244253218313437,0.04576258157420808
-0.15040020331844678,1.0312915596864758,0.10592977175857114
0.03244498005418775,1.0957003336619007,0.03274790479590478
-0.1357132329435821,0.9911468565013678,0.01900209159261776
-0.3307147000278936,0.8781526951704376,-0.05002851180016335
0.5128267446203127,0.7481189738374485,-6.166516980966458e-4
-0.12029195946338914,0.6276527082350257,-0.0985517686815282
0.11564584124172794,0.8054213028824261,-0.07363806219404428
-0.042830494667210006,1.1886149920784814,-0.03606670659048912
0.024717485060713723,0.9792023181793101,-0.034663227320794715
-0.003217563465270551,0.780346831666192,0.03568682297012109
0.15465000909818305,0.8173183677288853,0.05413541423434081
0.19395890752482942,0.9112840843382554,-0.018289739095158325
-0.04387679733692913,0.63451110034883,0.12153656681016625
-0.1422852066580337,0.8023382522936231,0.03564204992804011
0.07504011821684155,0.8920539988227173,0.12103382113058422
-0.03386586219832427,0.760656466199235,-0.049584716014486024
-0.15671699745239775,0.9598605161629756,-0.03168757971256373
-0.3206809984852722,1.0721001840100501,0.27486996356521193
0.08267500635914687,0.9677794273358691,0.2013953515566183
0.09452152676739677,0.9074064977996784,-0.33027441034892824
-0.0451004335276417,0.9846368393832217,0.1647706196486735
0.29423752793061075,1.0728017846755291,-0.04261433836702422
-0.1826218477648757,0.7418320757531923,0.011957320911082592
0.06957512979344516,0.9428761762927541,0.22103622714305876
-0.0621297297720948,1.020070577470495,0.0724559528970298
-0.12029491826938314,0.7897038463286039,0.03820725585640523
-0.19218974504284383,0.9052846525914503,0.004391627879406307
-0.07250500189504949,0.7917285143360311,-0.084911210032408
0.04340418645109498,1.0215505722928608,0.09508368874275863
0.08981564153352772,0.8244210602180908,-0.005975504149587911
-0.03145543695719466,0.8585293687147608,-0.13628604918583015
-0.33900226882143,1.0774301058087783,0.15786003504421914
-0.13506768793163718,1.0263535310396037,0.19247140177935396
-0.24716694582417265,1.2602789919335018,0.21753391213033552
-0.15966457069467463,0.8499808803997317,0.06582536170337507
-0.0831324998992895,0.753228104480226,0.09854768587761983
-0.025879680747173568,0.9860189891949463,0.022363416865360086
0.0154534884464219,0.9697882606801912,-0.09146960236859966
-0.28523665497356754,1.096956028531532,0.054636695709322995
0.08995920193146117,0.7449927762080983,-0.28245682152481133
0.0739345127851252,0.937537098272442,0.08334539724224437
-0.19787538614401218,0.959310266145836,0.0481616133066433
-0.3635857673871771,1.0992774058745332,-0.17064035450012063
-0.1255338216609272,0.8994579956532959,0.09900119876628921
-0.240665993974304,0.9635132906410835,0.08625969048008059
-0.12713790479067014,0.8187452638968487,0.12931810737454003
-0.08917356175108124,0.9667910350489698,-0.10369145498718095
-0.059229633497334344,1.0593949081567138,0.06541853437606107
0.06190853560833223,0.8291828552891897,-0.1714335836955659
0.0697580910642224,0.7196396217365146,-0.19704126359926766
-0.06308222858432436,1.1015440747221448,-0.11245782853941838
-0.08915643986683137,0.8732843726618711,-0.03268455016492021
-0.19962954665329774,0.7882840756947099,-0.013224888148011205
-0.1964954241067121,0.7613700239124876,-0.018811914880810035
0.09354072848143036,1.124194727559483,-0.05918895821476006
-0.014552213912835676,0.8540068256216429,-0.24496682362891592
-0.26283062561560677,0.7706148222939976,0.2461294015424989
0.2830925026459119,1.0308049340304644,0.14402251903994584
0.026217204584919412,0.8388373355363495,-0.014695652027198178
-0.042952641083570636,1.226748445592668,0.13717696965422982
-0.3282189980081634,0.8159537198826975,-0.015662914526462637
-0.08971005600451012,0.6611779346787638,-0.0402344500863584
-0.07475017913425001,0.9759358330769211,0.08847710210639817
0.3084398652814587,0.8499450368668249,0.13050534520628979
-0.12088310357989344,0.8516443281324495,0.010011248858241117
0.18789749739884223,0.6995646731486651,0.1374008480872529
-0.018929538618486147,0.8888969149415865,6.218247800148444e-4
0.04459399705006098,0.7453952306416877,-0.06150064485048845
0.00885052752187468,0.7664933479718059,0.056782922209254114
-0.4412269195095879,0.8782334734163144,0.0293141090954235
0.052237283286185376,1.0170635144383904,0.1654789908110869
-0.18562536434225577,1.020291683881426,0.02546738477991579
0.0368893141554751,0.5868109456082224,-0.07277601116473015
0.03094962896427101,0.9897703349059948,-0.017541516788072045
-0.05295260420016562,0.8490796651075301,-0.10683994889388639
-0.31705952288322714,0.7630931438324458,0.024321586664117614
-0.041190442248334694,0.9239827122359325,-0.05411776459550184
-0.22991141455778835,1.135828466913529,0.10391022027176129
0.08848194743156926,0.9547478472264301,0.13824623660298396
0.09170880655980088,0.8444377721627527,-0.02057280018962441
-0.28361769616070553,0.7685153988127165,-0.10100467553700195
-0.25476153899017207,0.9927727756662279,0.06978296665369718
-0.20209891234249364,1.073749139744334,-0.04541441662186864
-0.020802932504507987,0.912705798221287,-0.09893449254421532
-0.07968743157342403,0.8390922119283688,0.03271145013842475
0.19221845292102557,0.8321337432382405,-0.08310331481561056
0.04699067947040712,0.8338880868482184,0.130148887447267
-0.07684217962766166,0.7278866405978198,-0.1126286979484999
-0.33836647285878696,1.0113959839104825,0.21784448485320312
-0.301490672093079,0.7914305973817811,0.10196611588749102
-0.16913598174031116,0.924810435591416,0.05865058791321684
-0.13704398059259373,0.8022697261414704,-0.023102563732029582
0.08869853642224654,0.8949682821947623,-0.10682107745329839
-0.293722547299951,0.9416239658489949,-0.19371165770239387
-0.12715673220877446,0.6031094294994271,0.04847397195077166
-0.18979152768116908,0.903588406732762,0.1861256712572779
-0.027568293454943882,0.8390831646332386,0.025124976494699712
-0.016309206247158328,0.7419126563740959,0.13010462166914682
-0.1405305550359549,0.9043106695954034,-0.07082542076693898
-0.2523223350517977,1.0626350659660802,0.0696322091892112
-0.36668963935809595,0.6749744938348397,0.0685658062191256
0.14791069681852254,0.8016951384543631,-0.03315813057247109
0.009789126877387457,0.762574413420936,-0.0016163164501495353
